policy_id,exposure,named_insured_age,model_year,vehicle_age,annual_miles,credit_score,horsepower,operator_count,at_fault_accidents,territory,vehicle_type,marital_status,underwriting_company,youthful_driver,collision_deductible,collision_claim_count,collision_total_loss,collision_loss_cost
4905,0.84,28,2006,19,13226.715229341415,692.7993096289429,216.80715250538907,2,1,Suburban,SUV,Single,Standard,0,250,0,0.0,0.0
4906,0.76,71,2022,3,7040.15850290925,753.6333872737956,221.04040439767215,1,0,Suburban,Sedan,Married,Standard,0,500,1,2503.6170821665746,3294.233002850756
4907,0.52,56,2017,8,12262.551110627068,735.1828783037226,95.58063463403883,2,0,Suburban,Sedan,Single,Standard,0,500,0,0.0,0.0
4908,0.98,57,2012,13,10771.403268914612,600.7150027814703,272.83282516718634,1,0,Urban,Sedan,Married,Preferred,0,1000,0,0.0,0.0
4909,0.56,41,2024,1,12334.112526682813,,150.87124584566286,1,1,Urban,Truck,Married,Preferred,1,500,0,0.0,0.0
4910,0.54,81,2022,3,13449.72892424379,618.9763892455094,334.4711814078703,1,0,Suburban,Sedan,Married,Preferred,1,500,0,0.0,0.0
4911,0.84,53,2019,6,16885.527143991374,674.9931615814621,132.25178703761839,1,1,Suburban,Sedan,Single,Preferred,1,250,0,0.0,0.0
4912,0.63,76,2020,5,10298.400491601205,721.6856338344037,97.05238438178577,1,0,Suburban,SUV,Married,Preferred,0,1000,0,0.0,0.0
4913,0.78,53,2023,2,7505.403231593537,668.7401767050633,154.99910853876565,1,1,Urban,Truck,Married,Standard,0,250,0,0.0,0.0
4914,0.6,22,2007,18,13139.697353538162,798.8875141826287,,1,1,Urban,SUV,Single,Standard,0,1000,0,0.0,0.0
4915,0.78,25,2008,17,9176.216083803522,784.0350063026715,70.0,1,0,Suburban,SUV,Married,Preferred,1,250,0,0.0,0.0
4916,0.92,33,2013,12,12516.059418559276,739.082929797075,71.52265385280417,1,0,Urban,Truck,Married,Preferred,1,250,0,0.0,0.0
4917,0.68,24,2021,4,14502.957386785296,669.5082764078438,129.1733347293174,1,0,Rural,Truck,Married,Preferred,0,1000,1,828.3532140041169,1218.1664911825249
4918,0.8,72,2016,9,13568.996946770718,692.1009804412431,196.24403286576373,1,0,Urban,SUV,Married,Preferred,0,250,0,0.0,0.0
4919,0.98,58,2019,6,8168.216441287668,712.8070021873291,217.12673845085618,3,0,Suburban,Truck,Married,NonStandard,1,500,0,0.0,0.0
4920,0.52,58,2021,4,15186.566048602723,663.566578856748,146.24919692768606,4,0,Urban,Sedan,Single,Standard,1,500,0,0.0,0.0
4921,0.8,75,2019,6,11042.872416904864,665.9832672118192,174.41672681379157,4,0,Suburban,SUV,Single,Preferred,1,1000,0,0.0,0.0
4922,0.9,33,2018,7,13664.04527041963,738.2881054413144,215.83268670255924,1,0,Urban,Sedan,Single,Standard,0,500,0,0.0,0.0
4923,0.74,28,2012,13,10274.521890809267,728.7613759136318,225.7610595383319,2,0,Suburban,Sedan,Single,Standard,1,250,0,0.0,0.0
4924,0.91,67,2018,7,,744.020866696484,247.59877429058872,3,0,Suburban,SUV,Married,Preferred,0,250,0,0.0,0.0
4925,0.85,34,2013,12,6196.795216856355,718.5724643968033,239.85253967148532,2,0,Urban,SUV,Single,Preferred,0,500,0,0.0,0.0
4926,0.51,62,2023,2,12347.105394544065,721.7850502272491,210.6691080367199,2,1,Suburban,SUV,Single,NonStandard,1,250,0,0.0,0.0
4927,0.86,67,2008,17,10693.633915728362,,256.7822708757859,1,0,Urban,SUV,Married,NonStandard,0,500,0,0.0,0.0
4928,0.84,58,2013,12,10148.290953182715,696.8936318841237,210.7378258335547,2,0,Suburban,Sedan,Married,NonStandard,0,500,0,0.0,0.0
4929,0.6,38,2023,2,13227.340882067543,839.082283723057,109.49161791680083,2,0,Suburban,SUV,Married,Standard,0,500,0,0.0,0.0
4930,1.0,74,2010,15,,689.1521434038906,231.4171499967001,2,0,Rural,Truck,Married,Preferred,1,500,0,0.0,0.0
4931,0.79,50,2006,19,10854.781952279372,634.0306232749447,225.16182098826016,1,0,Rural,Truck,Married,Standard,1,500,0,0.0,0.0
4932,0.57,69,2023,2,10346.07950874399,586.3539519478204,162.52774232158563,1,1,Suburban,SUV,Single,Standard,0,500,0,0.0,0.0
4933,0.52,25,2005,20,12069.7565368026,714.7789775839113,163.17271427156155,1,0,Rural,Sedan,Single,Preferred,0,250,0,0.0,0.0
4934,0.71,44,2017,8,6893.8024553102805,743.8001452074703,144.52891957837323,2,0,Suburban,Sedan,Single,Standard,0,500,0,0.0,0.0
4935,0.76,83,2009,16,6727.717718043986,687.7403296707804,245.59855200532678,3,0,Rural,Sedan,Married,Standard,0,250,0,0.0,0.0
4936,0.69,64,2008,17,10509.234478472074,789.0681227154762,264.34376283935364,4,0,Rural,SUV,Single,Standard,0,500,0,0.0,0.0
4937,0.66,52,2015,10,10160.106641545317,843.8740403070633,261.82107399533066,1,0,Urban,SUV,Single,Preferred,0,500,0,0.0,0.0
4938,0.96,53,2013,12,10344.681359110851,769.922207457497,248.20609411852382,2,1,Suburban,Sedan,Married,Standard,1,500,0,0.0,0.0
4939,0.68,20,2020,5,7851.016215879084,677.0092568441016,295.062122444842,2,0,Rural,Sedan,Married,Preferred,0,250,0,0.0,0.0
4940,0.95,68,2020,5,20001.235774029556,553.0048758783277,189.12265919978407,1,1,Urban,SUV,Married,Standard,1,1000,1,1010.643438948365,1063.8351988930158
4941,0.92,59,2019,6,11318.126707529742,730.8000025230342,264.7936098830261,3,0,Suburban,SUV,Single,Preferred,0,500,0,0.0,0.0
4942,0.78,21,2005,20,,720.8131232663654,173.23247137941195,1,0,Suburban,Sedan,Single,NonStandard,0,500,0,0.0,0.0
4943,0.74,66,2019,6,10123.028288289028,687.2816377582704,192.78156717789167,2,0,Suburban,Truck,Single,Preferred,1,500,0,0.0,0.0
4944,0.93,82,2024,1,12921.018670890575,607.8391402362362,162.51580091341017,3,0,Urban,SUV,Single,Preferred,0,250,0,0.0,0.0
4945,0.52,56,2011,14,12721.255859145427,781.490603800051,205.9664436691079,2,0,Suburban,Sports,Married,Preferred,0,500,0,0.0,0.0
4946,0.55,60,2018,7,,607.9014293432418,204.90072343012133,1,0,Suburban,Truck,Single,NonStandard,1,500,0,0.0,0.0
4947,0.69,20,2017,8,12988.579926434952,641.9382144374914,247.82453617270062,2,0,Rural,Sedan,Single,Preferred,1,500,0,0.0,0.0
4948,0.9,60,2011,14,15229.330379945437,718.5744069181281,230.6727085112283,2,0,Suburban,Sedan,Married,Standard,0,500,0,0.0,0.0
4949,0.96,62,2011,14,8060.142770605646,619.5689232178753,267.04017845517046,1,0,Suburban,Sedan,Married,NonStandard,0,500,0,0.0,0.0
4950,0.81,29,2010,15,13586.45588452048,743.7023244906303,221.91921179363595,1,0,Urban,Sedan,Married,Standard,0,500,0,0.0,0.0
4951,0.95,38,2007,18,14406.705794016994,726.610385878833,184.92064130145494,2,0,Urban,Sedan,Married,Standard,0,500,0,0.0,0.0
4952,0.61,50,2006,19,5664.7927540781275,623.8440644795152,,1,0,Rural,Sedan,Married,Preferred,0,500,0,0.0,0.0
4953,0.64,46,2019,6,14256.8329560083,694.3673726575237,145.90954658908228,1,0,Urban,Truck,Married,Standard,0,1000,0,0.0,0.0
4954,0.57,49,2017,8,7433.610990737787,695.6715970295029,222.0601852501546,1,1,Suburban,Sedan,Married,NonStandard,0,500,0,0.0,0.0
4955,0.62,44,2012,13,13198.232377618275,782.7191922763577,241.76985119043297,2,0,Suburban,Sedan,Married,Standard,0,500,0,0.0,0.0
4956,0.52,34,2023,2,14932.998346152792,542.2432202491548,240.10447550849466,1,0,Urban,Truck,Single,Preferred,0,1000,0,0.0,0.0
4957,0.94,32,2006,19,18227.7911298544,753.4929320314257,270.6207597917681,1,0,Rural,Sports,Single,Standard,1,250,0,0.0,0.0
4958,0.6,59,2024,1,13596.903519129248,850.0,194.43880493488354,2,0,Suburban,Truck,Single,Standard,0,500,0,0.0,0.0
4959,0.64,44,2009,16,6431.951267303274,745.8779506854603,254.75928534739876,1,1,Suburban,Sedan,Single,Standard,0,500,0,0.0,0.0
4960,0.97,66,2014,11,13941.099790994307,507.93487118994005,174.26323105600673,3,0,Suburban,Sedan,Married,Standard,0,500,0,0.0,0.0
4961,0.55,71,2011,14,12314.468663479522,635.1636907401382,204.74221974648742,1,2,Rural,Sedan,Married,Standard,0,500,0,0.0,0.0
4962,0.96,56,2019,6,8735.306929372991,728.4808204834252,161.63283675369644,1,0,Rural,SUV,Married,Standard,1,500,0,0.0,0.0
4963,0.71,24,2023,2,11524.866122643996,747.4325272223671,240.57785549233168,2,0,Urban,SUV,Married,Standard,1,1000,0,0.0,0.0
4964,0.67,19,2007,18,16760.689411457974,723.6664202069634,,3,0,Rural,Sedan,Single,Preferred,0,500,0,0.0,0.0
4965,0.78,74,2010,15,11901.864124109496,850.0,199.48703015825777,2,0,Urban,SUV,Married,Standard,1,500,0,0.0,0.0
4966,0.67,73,2016,9,10510.329500217294,706.4377580090547,213.57417769589534,1,0,Suburban,Truck,Married,Preferred,0,500,0,0.0,0.0
4967,0.87,71,2023,2,8149.717106296115,741.680947987759,184.94927358016017,4,0,Urban,Sedan,Single,NonStandard,0,500,0,0.0,0.0
4968,0.8,71,2024,1,8070.605883537235,731.8331762076605,156.65011148088234,3,0,Urban,Truck,Married,NonStandard,0,500,0,0.0,0.0
4969,0.66,24,2016,9,15793.177290549676,850.0,222.86618380836615,1,0,Suburban,Sedan,Married,NonStandard,0,250,0,0.0,0.0
4970,0.75,43,2018,7,11563.171053361637,710.6342408590428,168.69727590892094,1,3,Urban,Sedan,Married,Standard,0,250,0,0.0,0.0
4971,0.96,36,2018,7,6417.6453414338885,715.8993562657002,70.0,1,1,Suburban,SUV,Married,Standard,0,1000,1,1328.1245918379118,1383.4631164978248
4972,0.8,24,2020,5,17092.10590713092,752.8868782989633,172.0734047330385,2,1,Rural,Truck,Married,Preferred,1,500,0,0.0,0.0
4973,0.74,78,2008,17,15450.132505547053,756.9682195702374,196.97092147570265,1,0,Suburban,Sedan,Single,Standard,1,1000,0,0.0,0.0
4974,0.61,55,2010,15,8893.995475854183,607.5131335570375,208.67555592589932,2,0,Urban,Sedan,Married,Standard,0,1000,0,0.0,0.0
4975,0.62,50,2007,18,8889.963590562507,850.0,171.49630792212778,3,0,Rural,SUV,Married,NonStandard,0,500,0,0.0,0.0
4976,0.51,83,2013,12,13069.497481397688,738.0346993731351,70.0,2,1,Rural,Truck,Single,NonStandard,0,500,0,0.0,0.0
4977,0.81,81,2010,15,13016.606735585248,600.5570517809392,189.4697083453321,1,1,Rural,Sedan,Married,Preferred,0,1000,0,0.0,0.0
4978,0.81,81,2011,14,14740.690265806461,734.9835443952876,164.7331432280913,1,0,Suburban,SUV,Married,Standard,1,500,0,0.0,0.0
4979,0.96,64,2005,20,13516.628580738565,678.3442657166386,78.14462550605623,1,0,Suburban,Sedan,Married,Standard,0,500,0,0.0,0.0
4980,0.74,50,2020,5,14282.173697091443,703.1153377938108,184.34575082100406,2,0,Suburban,Sports,Single,Standard,0,500,0,0.0,0.0
4981,0.92,58,2017,8,10364.808629108325,562.1497412931702,319.4723393086897,3,0,Suburban,Truck,Married,Preferred,0,500,0,0.0,0.0
4982,0.67,38,2024,1,7962.007260356752,,150.540925000041,1,0,Urban,Sedan,Married,Standard,0,500,0,0.0,0.0
4983,0.55,75,2023,2,18620.760095389538,788.7061015564341,261.84264126698963,2,0,Suburban,Truck,Married,NonStandard,0,500,1,2648.155089037271,4814.827434613219
4984,0.99,50,2013,12,11151.555751223228,736.6692472492615,278.0097729575896,3,0,Rural,SUV,Married,Preferred,0,1000,0,0.0,0.0
4985,0.56,84,2006,19,15757.972511543274,743.2064460689829,128.6010942084087,4,0,Urban,SUV,Single,Preferred,0,500,0,0.0,0.0
4986,0.73,28,2024,1,,512.6718715434079,252.18811437795614,1,0,Urban,Sedan,Single,Preferred,0,1000,0,0.0,0.0
4987,0.68,51,2021,4,10278.73316138079,717.762620645482,70.0,1,0,Suburban,Sedan,Single,NonStandard,0,500,0,0.0,0.0
4988,0.75,43,2009,16,10709.72604855222,746.2778927458933,235.0094101074801,1,0,Urban,SUV,Married,Standard,0,250,0,0.0,0.0
4989,0.79,62,2019,6,11198.145086968843,608.7262974720657,173.19163698853507,3,3,Rural,Sedan,Married,Standard,0,500,0,0.0,0.0
4990,0.73,31,2015,10,12128.516019113575,717.7366102683548,109.0959700945943,1,0,Urban,Sedan,Married,Preferred,0,500,0,0.0,0.0
4991,0.98,23,2009,16,9067.481795514444,657.8021087251675,135.4735286714651,2,0,Suburban,SUV,Married,Preferred,1,250,0,0.0,0.0
4992,0.78,68,2007,18,10380.856505442516,619.1224862075437,159.0882184998398,3,0,Urban,Truck,Married,Standard,0,250,0,0.0,0.0
4993,0.88,66,2009,16,15355.506105743632,,254.096803575119,3,0,Urban,SUV,Married,Standard,0,500,0,0.0,0.0
4994,0.83,43,2006,19,12193.24306437849,628.5233973046929,137.399372428985,1,0,Suburban,Truck,Married,Preferred,0,500,0,0.0,0.0
4995,0.97,31,2017,8,6901.801491198777,850.0,241.08146475350836,1,0,Urban,Sedan,Married,Standard,1,500,0,0.0,0.0
4996,0.81,58,2017,8,9773.041821682193,690.2811482360183,100.69757384093438,1,0,Urban,Sedan,Single,NonStandard,0,250,0,0.0,0.0
4997,0.95,70,2014,11,16192.04656216857,743.8183962894419,174.94415298013155,1,2,Suburban,Sedan,Single,Standard,0,500,0,0.0,0.0
4998,0.68,37,2024,1,9368.837922979754,719.2048421746441,207.7083145676268,1,0,Urban,SUV,Single,Standard,0,500,0,0.0,0.0
4999,0.76,71,2022,3,14755.156492223086,741.1683986308893,215.40184792143776,1,0,Urban,Sedan,Single,Standard,1,500,0,0.0,0.0
5000,0.92,81,2015,10,11838.722398088974,647.0043717791402,311.20432598892927,3,0,Urban,SUV,Single,Standard,0,1000,0,0.0,0.0
5001,0.63,61,2007,18,9927.900426413991,774.8471792820001,192.79337986991217,1,1,Rural,SUV,Single,Standard,0,500,0,0.0,0.0
5002,0.55,38,2021,4,13034.116515719403,658.1615537058784,245.0721178772145,1,1,Suburban,Sedan,Single,Preferred,1,500,0,0.0,0.0
5003,0.63,79,2024,1,11448.488595596667,620.4645510624592,149.8680610612601,3,0,Suburban,SUV,Single,Standard,0,500,0,0.0,0.0
5004,0.89,45,2019,6,14064.680118378226,742.7038719276298,214.00306711808813,1,0,Rural,Sedan,Single,Standard,0,500,0,0.0,0.0
5005,0.87,47,2012,13,16813.010791128745,726.9482629149227,172.0190937679138,1,0,Urban,SUV,Married,Standard,0,500,0,0.0,0.0
5006,0.64,65,2005,20,6752.042029475069,656.9792904053808,249.13709774789234,4,0,Urban,SUV,Married,Preferred,1,500,0,0.0,0.0
5007,0.51,48,2019,6,9489.594696191747,681.9134442369765,234.51503291494896,4,0,Suburban,Sedan,Married,Preferred,0,500,0,0.0,0.0
5008,0.86,19,2019,6,13165.228074059365,557.2111864310917,187.01167005123116,2,0,Urban,SUV,Married,Preferred,0,1000,1,1962.6793951841119,2282.1853432373396
5009,0.97,22,2011,14,10591.060965192846,556.3539043257567,79.69934220452758,3,0,Urban,SUV,Married,Preferred,0,1000,0,0.0,0.0
5010,0.7,19,2011,14,10952.186946759995,788.2034130217861,182.72709333835385,3,0,Urban,SUV,Married,Standard,0,500,0,0.0,0.0
5011,0.54,39,2018,7,11370.32431409126,782.0029437780452,169.5994704071193,2,0,Suburban,SUV,Single,Preferred,0,500,0,0.0,0.0
5012,0.7,61,2014,11,13510.61616471268,830.0568756100172,125.57862491505153,4,0,Urban,SUV,Single,Preferred,0,1000,1,656.8487153566228,938.3553076523184
5013,0.7,40,2020,5,9476.820331176628,682.0098919306754,199.5418988186128,1,0,Rural,Truck,Married,Preferred,1,500,0,0.0,0.0
5014,0.96,70,2020,5,10231.43800327593,639.2037771679556,70.0,1,0,Suburban,Truck,Married,Preferred,0,500,0,0.0,0.0
5015,0.8,49,2011,14,,684.9173512571922,180.78308457946608,2,0,Suburban,Truck,Single,NonStandard,0,250,1,2532.6182736900587,3165.772842112573
5016,0.74,18,2021,4,8415.23785128969,740.7248709550445,168.33404088857287,2,0,Suburban,SUV,Married,Standard,0,250,0,0.0,0.0
5017,0.9,72,2007,18,8094.690383987472,734.1290478641137,246.31779987154624,1,0,Urban,SUV,Married,Standard,0,500,0,0.0,0.0
5018,0.73,48,2022,3,14387.539459816639,752.3392468488015,186.93687374100585,2,0,Suburban,Sedan,Single,NonStandard,0,500,0,0.0,0.0
5019,0.9,51,2019,6,10702.541692577019,699.4036183848299,70.0,2,0,Urban,SUV,Single,Preferred,0,250,0,0.0,0.0
5020,0.79,65,2007,18,10534.089249250843,753.128478111329,158.81915632107575,3,0,Urban,Truck,Married,Preferred,0,1000,0,0.0,0.0
5021,0.61,52,2017,8,14084.358153553421,711.3408561932893,106.78627526959761,4,0,Urban,SUV,Single,Standard,0,500,0,0.0,0.0
5022,0.76,82,2018,7,,738.6686013838561,,2,0,Suburban,SUV,Single,NonStandard,1,1000,0,0.0,0.0
5023,0.68,48,2017,8,15863.63701180512,822.3786629959502,143.9667193005752,1,0,Suburban,Truck,Married,Preferred,0,250,0,0.0,0.0
5024,0.53,84,2013,12,17034.126048282513,788.7360936860097,,1,0,Suburban,SUV,Married,Standard,0,1000,0,0.0,0.0
5025,0.56,48,2018,7,9732.819868315397,520.4784847600164,180.29073481070705,2,0,Urban,Truck,Single,Standard,0,500,0,0.0,0.0
5026,0.96,56,2005,20,8028.878586226604,723.4888200166367,173.4385439591437,1,0,Urban,Sedan,Married,Standard,1,500,0,0.0,0.0
5027,0.6,20,2019,6,9475.040769326515,661.3621089963885,234.91030907450886,2,2,Rural,Truck,Single,Preferred,0,500,0,0.0,0.0
5028,0.66,45,2019,6,10931.771915112735,726.1449319061321,150.8706113541255,1,0,Urban,SUV,Single,Standard,0,500,0,0.0,0.0
5029,0.52,20,2015,10,14212.786191820232,606.8218215066853,233.92923584982856,1,1,Suburban,Sedan,Single,Standard,0,250,1,2110.815449711883,4059.2604802151595
5030,0.86,63,2012,13,9381.35860916721,,128.30165523738145,1,0,Rural,Sedan,Married,Standard,1,250,0,0.0,0.0
5031,0.69,70,2012,13,6676.985299881476,745.0434161173167,136.19835816056462,2,1,Urban,SUV,Single,Preferred,0,500,0,0.0,0.0
5032,0.6,36,2005,20,14323.908766061359,705.8446267207124,109.94846970723808,2,0,Urban,Sedan,Married,Preferred,1,1000,0,0.0,0.0
5033,0.92,83,2015,10,14754.19781305921,650.1478618314748,115.2992931012725,1,0,Rural,SUV,Married,Standard,0,1000,0,0.0,0.0
5034,0.56,36,2009,16,8405.715249287165,801.2516391742474,109.23954714137551,1,0,Suburban,SUV,Single,Standard,1,500,0,0.0,0.0
5035,0.99,28,2023,2,12861.819407886755,826.3740199125209,140.73941669314513,3,0,Suburban,SUV,Married,Standard,0,1000,0,0.0,0.0
5036,0.8,69,2018,7,11462.942331710481,589.7450428471049,270.7615800651656,1,1,Urban,Truck,Married,Preferred,1,500,0,0.0,0.0
5037,0.91,20,2023,2,12603.285931207092,608.7956635724247,260.77116779431515,2,1,Rural,SUV,Married,Preferred,0,250,0,0.0,0.0
5038,0.55,79,2023,2,14151.562457844715,659.8109197927782,194.9480975660949,1,0,Suburban,Sedan,Single,Preferred,1,500,0,0.0,0.0
5039,0.56,59,2011,14,16657.614880889843,678.9622648283754,312.60766939695986,1,0,Suburban,Sedan,Single,Preferred,1,500,0,0.0,0.0
5040,0.77,45,2019,6,10334.367544447821,761.6345761129071,174.26695418515632,1,0,Rural,Sedan,Married,Standard,0,1000,0,0.0,0.0
5041,0.67,60,2020,5,16444.125817829427,592.6274938125107,70.20645144028093,2,0,Suburban,Sports,Married,Preferred,1,1000,0,0.0,0.0
5042,0.67,32,2005,20,13889.200643338916,732.7915967811737,247.8568940043872,2,0,Suburban,Sedan,Single,NonStandard,0,250,0,0.0,0.0
5043,0.82,79,2009,16,15831.3316071009,557.7464118578484,121.33445918265423,4,0,Urban,Truck,Single,Preferred,0,500,1,310.9253236782265,379.17722399783725
5044,0.59,33,2017,8,17925.715733904035,687.5657107464588,301.68950645962855,3,0,Urban,Sedan,Married,Preferred,1,250,0,0.0,0.0
5045,0.89,27,2022,3,15440.384144561038,716.7797312192465,138.91063336882388,1,1,Urban,Sedan,Married,Preferred,0,500,0,0.0,0.0
5046,0.78,55,2014,11,9061.193213255492,705.2251697969783,226.20159293360152,2,2,Suburban,Truck,Married,Standard,1,500,0,0.0,0.0
5047,0.54,25,2019,6,9504.690755751606,787.5944294615216,79.10265946195179,3,0,Urban,Sedan,Married,Standard,0,250,0,0.0,0.0
5048,0.56,19,2011,14,13119.665258984704,761.5984452569447,108.89774775571905,1,1,Urban,Sedan,Married,Preferred,1,500,0,0.0,0.0
5049,0.82,49,2024,1,10929.462273660021,744.0872771130364,214.5364255321285,1,0,Rural,Sedan,Married,Standard,0,500,0,0.0,0.0
5050,0.77,28,2010,15,11293.566038816733,742.5153290664778,149.69420470554724,1,2,Urban,Sedan,Married,NonStandard,0,1000,0,0.0,0.0
5051,0.93,40,2022,3,12192.53979950389,592.135127149963,297.1321125922685,3,0,Urban,Sedan,Married,Standard,0,500,0,0.0,0.0
5052,0.81,68,2012,13,11027.998824141177,831.9120813888377,143.41911834683555,1,0,Rural,Sedan,Married,Standard,1,500,0,0.0,0.0
5053,0.79,82,2022,3,10993.355047991758,823.5813959971384,262.62214964953876,4,0,Suburban,Sedan,Single,Preferred,0,500,0,0.0,0.0
5054,0.93,60,2013,12,8395.610852104084,,,1,0,Suburban,SUV,Married,Standard,0,500,0,0.0,0.0
5055,0.88,42,2020,5,13401.789814164424,641.9614758866235,215.54633505149232,2,0,Urban,SUV,Single,Preferred,0,1000,0,0.0,0.0
5056,0.51,25,2012,13,,745.8336422608421,134.26516114458371,2,1,Suburban,Truck,Married,Preferred,0,500,0,0.0,0.0
5057,0.99,44,2019,6,7358.4295555607105,658.5228365714656,79.59526406393327,2,0,Urban,Sedan,Single,Standard,0,500,0,0.0,0.0
5058,0.9,69,2019,6,,680.2986968825585,173.43000228306985,2,0,Suburban,SUV,Married,Preferred,1,500,0,0.0,0.0
5059,0.86,65,2010,15,15691.500727999055,617.3407483494896,206.55696505091157,1,3,Rural,Sedan,Single,Standard,0,1000,0,0.0,0.0
5060,0.73,82,2021,4,10513.496251208151,670.0656081934137,174.6893059497916,2,1,Urban,Sedan,Married,Preferred,1,250,0,0.0,0.0
5061,0.86,64,2009,16,11423.93653233178,708.6459857385182,135.0610329297001,1,0,Suburban,Sedan,Married,Preferred,1,500,0,0.0,0.0
5062,0.61,21,2013,12,16163.014014685046,592.4778337523916,230.4384497619575,1,0,Suburban,Sports,Married,Preferred,0,1000,0,0.0,0.0
5063,0.66,41,2005,20,14383.88189841228,835.7135604058678,152.03940237302274,1,0,Suburban,Truck,Single,Preferred,0,1000,0,0.0,0.0
5064,0.62,60,2016,9,8112.4137476324395,633.8001655705991,143.8339707143117,1,0,Rural,SUV,Married,NonStandard,0,500,0,0.0,0.0
5065,0.82,62,2016,9,12449.588520003856,677.2995678757288,233.4043256072794,1,0,Urban,SUV,Married,Preferred,0,500,0,0.0,0.0
5066,0.85,20,2024,1,12930.178582283579,703.5677385916741,159.82489677674033,1,1,Suburban,SUV,Married,Preferred,1,500,0,0.0,0.0
5067,0.61,60,2022,3,11785.891488518615,709.7793696812497,170.7744054436469,2,0,Rural,SUV,Single,Standard,0,1000,0,0.0,0.0
5068,0.53,22,2009,16,14972.534477297511,795.219710819476,154.65535505293948,3,0,Suburban,Sedan,Single,Standard,0,500,0,0.0,0.0
5069,0.82,54,2014,11,16870.340881255637,829.3909767185079,115.80127250488736,2,0,Urban,Sedan,Married,Preferred,0,1000,0,0.0,0.0
5070,0.98,22,2016,9,11174.372144946683,649.9954845230197,147.96842091663018,2,0,Urban,Sedan,Married,Standard,0,1000,0,0.0,0.0
5071,0.58,27,2014,11,12461.332921148942,619.1320686543228,161.95968975107863,2,0,Suburban,Truck,Married,Standard,0,500,0,0.0,0.0
5072,0.56,30,2023,2,12697.727153457085,689.3072997568835,130.71837696672037,3,1,Suburban,Truck,Married,Preferred,0,500,0,0.0,0.0
5073,0.73,53,2023,2,9838.025155455605,850.0,150.01740910692686,2,0,Suburban,SUV,Married,Standard,1,500,0,0.0,0.0
5074,0.81,18,2019,6,16974.301361938644,705.6178102538263,113.53765422807375,2,0,Suburban,Sedan,Single,Preferred,1,250,0,0.0,0.0
5075,0.97,42,2024,1,10396.072674012326,754.1684068685564,76.14613696073664,2,0,Urban,SUV,Married,Preferred,0,500,0,0.0,0.0
5076,0.97,47,2014,11,13160.812916282535,678.932451774861,157.36468659242098,1,0,Urban,Sedan,Single,Standard,1,1000,0,0.0,0.0
5077,0.91,65,2008,17,15254.541997399012,797.1752831150848,,1,0,Urban,Sedan,Married,Preferred,1,500,0,0.0,0.0
5078,0.72,76,2018,7,10844.224729481502,634.0901091575537,85.7995546215378,4,1,Urban,Truck,Single,Standard,0,250,0,0.0,0.0
5079,0.72,28,2011,14,8824.430336786116,633.3329879212203,269.0573311304478,1,2,Urban,SUV,Single,Standard,0,1000,0,0.0,0.0
5080,0.76,22,2005,20,10070.839817241324,684.5466788884186,167.61588381330796,1,0,Urban,Sedan,Married,Preferred,1,250,0,0.0,0.0
5081,0.69,42,2015,10,,650.5913219179118,204.70424589895572,1,0,Urban,Truck,Single,Standard,1,500,0,0.0,0.0
5082,0.57,32,2021,4,11651.751291731056,736.2713488373264,214.92899119272272,3,1,Suburban,Sedan,Single,Preferred,0,250,0,0.0,0.0
5083,0.89,81,2013,12,12380.027229591105,572.8508412576198,210.74514661122765,1,0,Urban,SUV,Married,NonStandard,0,250,0,0.0,0.0
5084,0.9,19,2024,1,10008.984747725852,718.1152456610259,278.6170080792909,2,0,Urban,Sedan,Married,NonStandard,1,500,0,0.0,0.0
5085,0.55,25,2016,9,12871.509802740218,529.3185072273924,143.7024232048692,2,0,Suburban,Sedan,Single,Standard,0,500,0,0.0,0.0
5086,0.8,47,2009,16,7374.177772391093,535.5439982646913,234.65529200654407,3,0,Suburban,Sedan,Married,Preferred,0,250,0,0.0,0.0
5087,0.97,21,2021,4,12426.782063371555,715.7483270174124,70.0,2,0,Urban,Sedan,Married,Standard,0,250,0,0.0,0.0
5088,0.94,37,2022,3,9382.65200748082,677.7055752575235,155.79833852509609,1,0,Suburban,SUV,Single,Standard,0,500,0,0.0,0.0
5089,0.97,62,2008,17,11655.68595001292,683.6677168920462,120.42987149182194,1,0,Urban,Truck,Single,Preferred,0,500,0,0.0,0.0
5090,0.54,55,2019,6,12916.707242846713,762.9236015387169,,2,0,Urban,SUV,Single,Preferred,0,1000,0,0.0,0.0
5091,0.52,72,2015,10,12740.539359746781,714.3311907983787,168.68060352576717,1,0,Suburban,Truck,Single,Preferred,0,1000,0,0.0,0.0
5092,0.73,46,2011,14,16480.61282114834,636.24739431914,208.6691738560115,1,0,Suburban,Sports,Married,Standard,0,500,0,0.0,0.0
5093,0.75,52,2015,10,11336.296857692918,820.17763928245,208.69518550589157,1,0,Urban,Sedan,Married,Preferred,0,1000,0,0.0,0.0
5094,0.82,64,2008,17,11926.118529329393,608.9597049160222,291.67351269875985,4,0,Urban,SUV,Single,Preferred,0,500,0,0.0,0.0
5095,0.89,27,2007,18,10339.10889751809,694.5636704719993,91.67944402040042,1,0,Rural,SUV,Single,Preferred,1,500,1,1245.512199600853,1399.4519096638796
5096,0.98,29,2015,10,16248.345275193065,607.4317074873405,239.85225936523676,1,0,Suburban,Truck,Single,Preferred,0,1000,0,0.0,0.0
